Timestamp,fav_alcohol,"On average (approx.) how many parties a month do you attend during the school year? Enter a whole number (0, 1, 2, 3, 4, ...)",smoke,weed,introvert_extrovert,love_first_sight,learning_style,left_right_brained,personality_type,social_media,num_insta_followers,streaming_platforms,expected_marriage_age,expected_starting_salary,fav_sport,minutes_ex_per_week,sleep_hours_per_day,how_happy,farthest_distance_travelled,fav_number,fav_letter,internet_hours_per_day,only_child,birthdate_odd_even,birth_month,fav_season,living_location_on_campus,major,num_majors_minors,high_school_GPA,NU_GPA,age,height,height_father,height_mother,school_year,procrastinator,num_clubs,student_athlete,AP_stats,used_python_before,dominant_hand,childhood_in_US,gender,region_of_residence,political_affliation,cant_change_math_ability,can_change_math_ability,math_is_genetic,much_effort_is_lack_of_talent
2022/09/20 4:10:48 pm GMT-5,Beer,1,No,Occasionally,Introvert,Yes,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Snapchat;YouTuba,400,Netflix;Amazon Prime;Disney+,28,80000,basketball,200,8,Pretty happy,6800,14,Q,3,No,Even,March,Spring,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,NA,3.5,21,71,75,64,Junior,Yes,2,No,No,Yes,Right,No,Male,International,Independent,Disagree,Disagree,Agree,Disagree
2022/09/20 4:13:21 pm GMT-5,Hard liquor/Mixed drink,8,Occasionally,Occasionally,Extrovert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTP,Instagram;Snapchat,550,Netflix;Amazon Prime,33,80000,basketball,700,8,Pretty happy,6800,13,S,6,No,Even,March,Spring,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,NA,3.38,21,77,75,65,Junior,Yes,3,No,No,Yes,Both,No,Male,International,No affiliation,Disagree,Agree,Disagree,Agree
2022/09/20 4:49:17 pm GMT-5,Beer,4,No,No,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,Facebook;Instagram;Snapchat,1600,Netflix;HBO Max,28,"100,000",Tennis,300,6,Pretty happy,4660,13,M,3,No,Odd,April,Spring,South campus,Math / Statistics / Computer Science,3,4,3.84,19,67,67,63,Sophomore,Yes,4,No,Yes,Yes,Right,Yes,Male,Midwest,Independent,Disagree,Agree,Disagree,Disagree
2022/09/20 4:51:06 pm GMT-5,Beer,4,Occasionally,No,Extrovert,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Twitter;Snapchat;TikTok,2400,Netflix;HBO Max;Disney+,35,100000,Football,300,7,Pretty happy,5561,7,W,6,No,Odd,June,Summer,North campus,Humanities / Communications;Math / Statistics / Computer Science,3,92.1,3.55,21,72,71,69,Junior,Yes,3,No,No,Yes,Right,Yes,Male,Northeast,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 5:04:37 pm GMT-5,I don't drink,0,No,No,Extrovert,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,I don't play social media,I don't play ins,Netflix;HBO Max,25,"120,000",Golf,5,8,Very happy,12000,16,A,19,Yes,Even,May,Fall,Neither,Arts,2 majors ,NA,3.96,21,69,71,64,Senior,Yes,0,No,No,Yes,Right,No,Male,International,Independent,Agree,Disagree,Agree,Agree
2022/09/20 5:05:02 pm GMT-5,Hard liquor/Mixed drink,0,No,No,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,Instagram,10,Disney+,30,"75,000",Tennis,60,6,Pretty happy,6585,7,P,8,Yes,Odd,January,Spring,Neither,Social Sciences / Education;Physical Sciences / Natural Sciences / Engineering,3,3.7,3.6,20,64.2,67.7,63,Junior,Yes,1,No,Yes,Yes,Right,No,Female,International,No affiliation,Agree,Disagree,Disagree,Agree
2022/09/20 5:13:10 pm GMT-5,Beer,25,No,No,Extrovert,Yes,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Twitter,1000,Netflix;Hulu;HBO Max,29,70000,Basketball,420,7,Pretty happy,"4,284",24,S,3,No,Odd,July,Summer,Neither,Physical Sciences / Natural Sciences / Engineering,2,3.98,3.81,21,76,74,68,Senior,No,3,No,Yes,Yes,Left,Yes,Male,Northeast,Democrat,Disagree,Agree,Disagree,Agree
2022/09/20 5:14:37 pm GMT-5,Wine,10,No,No,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFJ,Facebook;Instagram;Snapchat,857,Netflix,30,"100,000",Baseball,300,7,Pretty happy,6863,7,S,3,No,Odd,June,Spring,South campus,Math / Statistics / Computer Science,3,3.98,3.89,22,67,68,60,Junior,Yes,2,No,Yes,Yes,Right,No,Male,Southwest,Independent,Disagree,Agree,Agree,Disagree
2022/09/20 5:15:47 pm GMT-5,Hard liquor/Mixed drink,8,No,No,Introvert,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Facebook;Instagram;Twitter;Snapchat,394,Netflix,31,"84,974",Dance,240,6,Pretty happy,5995,24,R,7,No,Even,April,Winter,Neither,Math / Statistics / Computer Science,3,3.96,3.836,20,63,68,62,Junior,No,2,No,Yes,Yes,Right,Yes,Female,West,Democrat,Disagree,Disagree,Agree,Disagree
2022/09/20 5:21:53 pm GMT-5,Wine,8,Occasionally,Occasionally,Introvert,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Instagram;TikTok,1050,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,28,"110,000",Tennis,200,7,Pretty happy,5200,13,H,300,No,Odd,June,Fall,North campus,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,2,4.55,3.45,21,"6'4""","6'3""","5'11""",Junior,Yes,3,No,No,Yes,Right,Yes,Male,Southeast,Democrat,Disagree,Agree,Agree,Disagree
2022/09/20 5:31:52 pm GMT-5,Beer,6,No,Occasionally,Introvert,Yes,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ISTP,Instagram;Snapchat,250,Netflix;Hulu;HBO Max;Disney+,28,"80,000",american football,180,5,Pretty happy,4000,12,r,7,No,Even,September,Spring,North campus,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,3,4,3.42,20,70,67,64,Junior,Yes,2,No,Yes,Yes,Right,Yes,Male,Northeast,Independent,Agree,Agree,Disagree,Agree
2022/09/20 5:33:18 pm GMT-5,Beer,8,No,No,Introvert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTP,Twitter;Snapchat,30,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,30,"70,000",Football,180,8,Very happy,"7,819",24,J,6,No,Even,June,Winter,North campus,Physical Sciences / Natural Sciences / Engineering,2,NA,3.61,20,72,69,64,Junior,No,2,No,No,Yes,Right,Yes,Male,Northeast,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 5:33:21 pm GMT-5,I don't drink,0,No,No,Extrovert,Yes,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Instagram,2000,Netflix;Amazon Prime,40,40000,running,120,5,Pretty happy,11000,9,s,2,Yes,Odd,July,Summer,South campus,Math / Statistics / Computer Science,3,4,4,20,68.89764,68.50394,64.96063,Sophomore,No,3,No,Yes,Yes,Right,No,Female,International,No affiliation,Disagree,Agree,Disagree,Disagree
2022/09/20 5:33:46 pm GMT-5,Hard liquor/Mixed drink,3,No,No,Introvert,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",INFJ,Instagram;Snapchat,400,Netflix;Hulu;Amazon Prime;HBO Max,30,"30,000",ultimate frisbee,300,8,Very happy,4100,2,M,4,No,Odd,October,Fall,South campus,Humanities / Communications;Math / Statistics / Computer Science,2,4,NA,19,66,69,68,Sophomore,No,2,No,No,Yes,Right,Yes,Female,Northeast,No affiliation,Agree,Agree,Disagree,Disagree
2022/09/20 5:34:11 pm GMT-5,Hard liquor/Mixed drink,3,No,No,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESTP,Instagram,300,Netflix;Amazon Prime,28,"90,000",Football,375,9,Pretty happy,7484,34,A,3,No,Odd,March,Spring,Neither,Biomedical Engineering ,2,4,3.39,20,71,72,65,Junior,Yes,2,No,Yes,Yes,Right,Yes,Male,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 5:34:13 pm GMT-5,Hard liquor/Mixed drink,5,No,No,Extrovert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTP,Instagram;Twitter,100,Netflix;Hulu;HBO Max;Disney+,30,200000 (PhD babyy),Soccer,60,6,Pretty happy,1900 miles,21,A,40,No,Odd,April,Fall,Neither,Math / Statistics / Computer Science,2,3.7,3.5,21,72,64,62,Senior,Yes,0,No,Yes,Yes,Right,Yes,Male,Northeast,Democrat,Agree,Disagree,Agree,Disagree
2022/09/20 5:34:15 pm GMT-5,I don't drink,0,No,No,Introvert,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ISFJ,Instagram,600,none,27,"50,000",basketball,240,7,Very happy,7600,7,x,3,No,Even,February,Spring,North campus,Humanities / Communications;Math / Statistics / Computer Science,2,4.7,unknown,19,67,64,62,Sophomore,No,3,No,No,Yes,Right,Yes,Female,Southwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 5:34:38 pm GMT-5,Hard liquor/Mixed drink,1,No,No,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFP,Facebook;Instagram;Twitter;TikTok,950,Netflix,by 30,"60,000",biking,180,7,Pretty happy,7237,8,G,4,No,Odd,August,Fall,North campus,Physical Sciences / Natural Sciences / Engineering,2,3.7,3.4,20,62,67,63,Junior,Yes,2,No,Yes,Yes,Right,Yes,Female,Midwest,Democrat,Agree,Disagree,Agree,Disagree
2022/09/20 5:34:51 pm GMT-5,Beer,8,No,No,Introvert,Yes,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Twitter,612,Netflix;Hulu,28,"100,000",Swimming,180,8,Very happy,5828,3,G,2,No,Odd,August,Fall,South campus,Math / Statistics / Computer Science,2,4,NA,19,61,62,60,Sophomore,Yes,2,No,No,Yes,Right,No,Female,Southwest,No affiliation,Disagree,Agree,Disagree,Disagree
2022/09/20 5:35:10 pm GMT-5,Wine,1,No,No,Extrovert,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,Facebook;Instagram;Twitter,60,Netflix;Hulu,27,5000,Volleyball,90,7,Pretty happy,7233,2,P,2,Yes,Odd,March,Spring,Neither,Humanities / Communications;Social Sciences / Education,3,NA,3.99,20,66.5,NA,NA,Junior,Yes,2,No,No,Yes,Right,No,Female,International,No affiliation,Disagree,Agree,Disagree,Agree
2022/09/20 5:35:12 pm GMT-5,I don't drink,4,No,No,Extrovert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,Instagram;TikTok,1100,Netflix;Amazon Prime;HBO Max;Disney+,28,"100,000",Basketball,240,8,Pretty happy,"10,000",11,K,300,No,Odd,August,Summer,South campus,Math / Statistics / Computer Science,2,3.98,3.98,19,66,68,60,Sophomore,No,3,No,Yes,Yes,Right,Yes,Male,Midwest,Democrat,Disagree,Agree,Agree,Disagree
2022/09/20 5:35:13 pm GMT-5,Hard liquor/Mixed drink,20,No,No,Introvert,No,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Twitter;Snapchat,~500,Netflix;Hulu;Amazon Prime;HBO Max,30-35,80000,Football,180,6,Pretty happy,6196,42,J,210,No,Odd,January,Fall,Neither,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,3,NA,NA,20,69,64,60,Junior,Yes,3,No,No,Yes,Right,Yes,Male,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 5:35:32 pm GMT-5,Beer,3,No,No,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Don't use social media,N/A,Netflix;HBO Max,35,"100,000",Baseball,15,8,Pretty happy,4000,512,T,1,No,Odd,August,Fall,Neither,Math / Statistics / Computer Science,2,4.00/4.00,3.63/4.00,21,77,77,64,Junior,Yes,2,No,Yes,No,Right,Yes,Male,Northeast,No affiliation,Agree,Disagree,Disagree,Disagree
2022/09/20 5:35:35 pm GMT-5,Hard liquor/Mixed drink,3,No,No,Extrovert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Facebook;Instagram;Snapchat,440,Netflix;Hulu;Amazon Prime;HBO Max,30,80000,Basketball,300,8,Not too happy,2562,7,d,4,No,Odd,June,Fall,North campus,Physical Sciences / Natural Sciences / Engineering,2,4,3.91,21,73,78,67,Senior,Yes,3,No,Yes,Yes,Right,Yes,Male,Northeast,Democrat,Disagree,Agree,Agree,Agree
2022/09/20 5:35:35 pm GMT-5,Wine,5,Occasionally,Occasionally,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ISTJ,Instagram;Snapchat;TikTok,1600,Netflix,30,"60,000",dance,60,8,Pretty happy,7447,11,e,4,No,Even,April,Fall,North campus,Social Sciences / Education,2,4,3.89,19,66,73,63,Sophomore,Yes,3,No,Yes,Yes,Right,Yes,Female,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 5:35:48 pm GMT-5,Wine,8,Occasionally,Yes,Introvert,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Twitter;TikTok,900,Netflix;HBO Max,never,"30,000",Table Tennis,120,8,Pretty happy,8000 miles,69,Z,180,No,Odd,July,Spring,North campus,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,2,3.9,3.9,21,61,67,60,Senior,Yes,5,No,Yes,Yes,Right,No,Other,International,Independent,Disagree,Agree,Disagree,Disagree
2022/09/20 5:36:09 pm GMT-5,Hard liquor/Mixed drink,1,No,No,Introvert,Yes,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFP,Instagram,865,Netflix,30,"65,000",yoga,120,6,Don't know,6585,3,A,10,Yes,Even,May,Summer,Neither,Social Sciences / Education,3,4.3,3.8,22,67,69,66,Senior,Yes,1,No,Yes,No,Right,No,Female,International,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 5:36:21 pm GMT-5,Hard liquor/Mixed drink,1,No,No,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ISFP,Instagram;Twitter;Snapchat,462,Netflix;Amazon Prime;HBO Max;Disney+,35,"75,000",Basketball,240,8,Pretty happy,6300,7,Y,4,Yes,Even,July,Spring,Neither,Humanities / Communications;Music,3,5.7,3.96,21,71,70,66,Junior,No,1,No,Yes,No,Right,Yes,Male,Southwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 5:36:51 pm GMT-5,Beer,6,No,No,Introvert,Yes,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ESFJ,Instagram;TikTok,600,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,28,"90,000","Soccer (to play), football (to watch)",400,7,Pretty happy,7655,1,C,3,No,Even,March,Summer,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,"5.18/5.20 weighted, 3.98/4.00 unweighted",3.72,21,73,70,63,Senior,No,2,No,No,No,Right,Yes,Male,West,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 5:37:07 pm GMT-5,Beer,8,Occasionally,Yes,Extrovert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Snapchat;TikTok,872,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,31,"130,000",Golf,200,8,Very happy,"5,590 miles",23,c,4,No,Odd,June,Fall,North campus,Math / Statistics / Computer Science,2,4,3.84,19,70,71,62,Sophomore,Yes,3,No,Yes,Yes,Right,Yes,Male,West,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 5:37:44 pm GMT-5,Wine,4,Yes,No,Extrovert,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,Instagram;Twitter;Snapchat;TikTok,1468,Netflix;Amazon Prime;HBO Max,30,150000,Golf,60,8,Pretty happy,"5,430",16,C,3,No,Even,December,Spring,North campus,Math / Statistics / Computer Science,2,4,3.43,18,68,68,65,Sophomore,Yes,4,No,No,Yes,Right,No,Female,International,Independent,Agree,Disagree,Agree,Disagree
2022/09/20 5:38:02 pm GMT-5,I don't drink,1,No,No,Introvert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;TikTok,1200,Netflix,27,"150,000",Gymnastics,480,6,Pretty happy,5000,2,S,6,No,Even,August,Summer,North campus,Math / Statistics / Computer Science,3,4,NA,19,"5'0""","5'5""","5'2""",Sophomore,Yes,2,No,No,Yes,Right,Yes,Female,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 5:38:05 pm GMT-5,I don't drink,1,No,No,Extrovert,Yes,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENTJ,Instagram,950,Netflix;Hulu;HBO Max,33,"80,000",tennis,120,7,Pretty happy,100,7,B,5,No,Odd,March,Fall,Neither,Social Sciences / Education,3,3.9,3.9,21,5'3,5'11,5'3,Senior,Yes,3,No,No,Yes,Right,Yes,Female,Southeast,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 5:38:17 pm GMT-5,Hard liquor/Mixed drink,4,Occasionally,No,Extrovert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Twitter;Snapchat,900,Netflix;HBO Max,32,100000,Soccer,300,7,Very happy,5473,10,M,4,No,Odd,November,Summer,South campus,Physical Sciences / Natural Sciences / Engineering,3,90 over 100,3.55,20,71,70,68,Junior,No,2,No,No,Yes,Right,No,Male,International,No affiliation,Disagree,Agree,Agree,Disagree
2022/09/20 5:38:18 pm GMT-5,I don't drink,0,No,No,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,Instagram;Wechat,80,Amazon Prime,27,80000,Basketball,180,8,Not too happy,7000,8,X,2,Yes,Odd,December,Winter,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,99/100,3.99,20,5.8,5.6,5.4,Junior,Yes,2,No,Yes,Yes,Right,No,Male,International,No affiliation,Disagree,Agree,Disagree,Disagree
2022/09/20 5:39:47 pm GMT-5,Beer,all of them.,Yes,Yes,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENTJ,Facebook;Instagram;Twitter;Snapchat,enough....enough....,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,27,"60,000",football,not enough,8,Don't know,500,5,M,4,No,Odd,August,Fall,Neither,Humanities / Communications;journalism,3,3.9,3.87,20,5 foot 11 thank you very much,same,five six,Junior,Yes,1,Yes,No,No,Right,Yes,Male,Midwest,No affiliation,Disagree,Disagree,Disagree,Agree
2022/09/20 5:42:57 pm GMT-5,Hard liquor/Mixed drink,11,No,No,Extrovert,Yes,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENTJ,Instagram;Snapchat;TikTok,2575,Netflix;Hulu;Amazon Prime,26,"140,000",Figure Skating,250,7,Pretty happy,6000,28,A,4,No,Even,May,Spring,South campus,Social Sciences / Education;Math / Statistics / Computer Science,2,5.1/4.0,NA,19,65,73,66,Sophomore,No,3,No,Yes,Yes,Right,Yes,Female,Midwest,Independent,Disagree,Agree,Disagree,Disagree
2022/09/20 6:00:46 pm GMT-5,Hard liquor/Mixed drink,5,Occasionally,Occasionally,Extrovert,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,Instagram;Snapchat;TikTok,1100,Hulu;Peacock,N/A,"84,000",Swimming,280,7,Not too happy,9000,5,S,2,No,Odd,September,Summer,North campus,Humanities / Communications;Social Sciences / Education;Math / Statistics / Computer Science,3,4.4,3.4,21,67,70,62,Senior,No,5,No,Yes,Yes,Right,Yes,Female,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
2022/09/20 7:03:34 pm GMT-5,Hard liquor/Mixed drink,3,No,No,Extrovert,Yes,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",ISFP,Facebook;Instagram;LinkedIn,1200,Amazon Prime,25,100000,Badminton,7,5,Pretty happy,10,5,d,8,Yes,Even,July,Fall,South campus,Social Sciences / Education;Math / Statistics / Computer Science,3,4.57,3.9,19,72,66,63,Sophomore,Yes,7+,No,No,No,Right,No,Male,International,Democrat,Disagree,Disagree,Agree,Agree
2022/09/20 7:36:12 pm GMT-5,Hard liquor/Mixed drink,30,Occasionally,Occasionally,Introvert,Yes,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ESTP,Facebook;Instagram;Snapchat,1200,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,26,"220,000",gymnastics,600,6,Pretty happy,6173,n/a,n/a,5,No,Even,September,Summer,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,4.7,3.97,20,69,67,67,Junior,Yes,1,No,No,No,Right,Yes,Female,Midwest,Republican,Agree,Disagree,Disagree,Disagree
2022/09/20 7:37:18 pm GMT-5,I don't drink,0,No,No,Introvert,Yes,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",INFP,Instagram,500,Netflix,29,100000,ice skating,240,7,Pretty happy,7200,6,A,3,Yes,Odd,October,Spring,Neither,Social Sciences / Education,3,4.01,3.85,22,65,72,62,Senior,Yes,2,No,No,No,Right,No,Female,International,Democrat,Disagree,Agree,Agree,Disagree
2022/09/20 7:50:44 pm GMT-5,Wine,4,No,Yes,Extrovert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Snapchat;TikTok,2000,Netflix;Hulu;Amazon Prime;Disney+,28,"100,000",Tennis,0,7,Pretty happy,i dont know,7,D,3,No,Odd,April,Summer,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,NA,3.75,21,IDK,NA,NA,Senior,No,1,No,No,No,Right,No,Female,International,No affiliation,Disagree,Agree,Disagree,Disagree
2022/09/20 8:00:52 pm GMT-5,I don't drink,2,No,No,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Instagram;Snapchat,1000,Netflix;Amazon Prime;HBO Max;Disney+,34,"45,000",basketball,420,8,Pretty happy,4600,1,n,3,No,Odd,August,Fall,North campus,Social Sciences / Education,1,4.8,NA,19,63,72,65,Sophomore,No,1,No,Yes,Yes,Right,Yes,Female,Southeast,Democrat,Disagree,Agree,Disagree,Agree
2022/09/20 8:04:13 pm GMT-5,I don't drink,0,No,No,Introvert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFJ,Instagram,300,Amazon Prime;HBO Max,26,100000,Swimming,60,8,Pretty happy,6603,6,A,4,Yes,Odd,December,Fall,Neither,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,2,3.99,3.98,20,63,69,63,Junior,No,2,No,Yes,Yes,Right,No,Female,International,No affiliation,Agree,Disagree,Disagree,Disagree
2022/09/20 8:14:09 pm GMT-5,Hard liquor/Mixed drink,0,No,No,Introvert,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Twitter,400,Netflix;Hulu,24,40000,acrobatics,2,6,Pretty happy,5894,13,a,3,No,Odd,April,Spring,North campus,Physical Sciences / Natural Sciences / Engineering,2,NA,3.9,19,65,67,66,Sophomore,Yes,2,No,No,No,Right,No,Female,International,Democrat,Disagree,Disagree,Disagree,Disagree
2022/09/20 8:28:40 pm GMT-5,Hard liquor/Mixed drink,12,No,No,Extrovert,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,Instagram;Snapchat;TikTok,1400,Netflix;Hulu,28,"120,000",soccer,280,7,Very happy,4900,11,m,6,No,Odd,April,Summer,South campus,Math / Statistics / Computer Science,2,4.1/4.33,3.725,19,66,75,68,Sophomore,No,2,No,Yes,Yes,Right,Yes,Female,Northeast,Independent,Agree,Disagree,Agree,Disagree
2022/09/20 9:05:01 pm GMT-5,Wine,3,Occasionally,No,Introvert,Yes,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INFP,Facebook;Instagram;Twitter;Snapchat;TikTok,500,Netflix,30,100000,Basketball,300,8,Pretty happy,7500,13,j,3,No,Even,February,Fall,South campus,Social Sciences / Education,2,4.3,3.6,21,70,NA,NA,Senior,Yes,0,No,Yes,Yes,Right,No,Male,Midwest,No affiliation,Disagree,Agree,Disagree,Disagree
2022/09/20 10:14:22 pm GMT-5,Hard liquor/Mixed drink,2,No,Yes,Introvert,No,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",INTP,Instagram;Snapchat;TikTok,175,Free Online Sites,120,"110,000",MMA,60,8,Pretty happy,"5,713",23,C,3,No,Odd,February,Summer,Neither,Math / Statistics / Computer Science,2,3.94,3.71,20,73,69,67,Junior,Yes,1,No,No,Yes,Both,Yes,Male,Northeast,Independent,Disagree,Agree,Disagree,Agree
2022/09/20 10:21:13 pm GMT-5,Hard liquor/Mixed drink,15,Occasionally,No,Extrovert,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;TikTok,1200,Netflix;Hulu,25,"100,000",tennis,0,6,Pretty happy,7000,5,E,3,No,Odd,March,Spring,South campus,Math / Statistics / Computer Science,2,4,3.6,21,66,NA,NA,Junior,Yes,1,No,No,Yes,Right,No,Female,International,No affiliation,Agree,Agree,Agree,Agree
