Timestamp,fav_alcohol,parties_per_month,smoke,weed,introvert_extrovert,love_first_sight,learning_style,left_right_brained,personality_type,social_media,num_insta_followers,streaming_platforms,expected_marriage_age,expected_starting_salary,fav_sport,minutes_ex_per_week,sleep_hours_per_day,how_happy,farthest_distance_travelled,fav_number,fav_letter,internet_hours_per_day,only_child,birthdate_odd_even,birth_month,fav_season,living_location_on_campus,major,num_majors_minors,high_school_GPA,NU_GPA,age,height,height_father,height_mother,school_year,procrastinator,num_clubs,student_athlete,AP_stats,used_python_before,dominant_hand,childhood_in_US,gender,region_of_residence,political_affliation,cant_change_math_ability,can_change_math_ability,math_is_genetic,much_effort_is_lack_of_talent
2022/09/20 11:38:17 pm GMT-5,Hard liquor/Mixed drink,3,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ISFJ,Instagram;Twitter,269,Netflix;Amazon Prime;HBO Max;Disney+,33,,football,250,7,Pretty happy,4630,13,D,5,0,Even,July,Fall,Neither,Humanities / Communications,3,5,3.96,22,69,69,65,Senior,0,3,0,1,1,Right,1,Male,Southeast,Independent,1,0,0,0
2022/09/21 2:49:59 am GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Extrovert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Facebook;Instagram;Twitter;Snapchat,1800,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,27,65000,Football,180,5,Pretty happy,4300,17,P,4,0,Even,September,Summer,Neither,Humanities / Communications;Math / Statistics / Computer Science,3,4.5,3.7,20,62,68,63,Junior,1,3,0,1,1,Right,1,Female,Midwest,Independent,0,1,0,0
2022/09/21 9:04:42 am GMT-5,I don't drink,2,No,No,Introvert,0,Auditory (learn best through listening/speaking),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,Instagram,918,Netflix;Disney+,28,50000,swimming,540,7,Don't know,,2,L,,0,Odd,October,Summer,South campus,Math / Statistics / Computer Science;Music,4,4.35,3.96,20,69,66,59,Junior,0,1,0,0,1,Right,1,Male,Northeast,Independent,0,1,0,0
2022/09/21 10:43:30 am GMT-5,I don't drink,0,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFJ,Facebook;Instagram;TikTok,855,Netflix,32,80000,Dance,30,7,Pretty happy,7332,5,A,2,0,Even,September,Fall,Neither,Physical Sciences / Natural Sciences / Engineering,3,99.396,3.762,19,62,68,64,Junior,1,4,0,1,1,Both,1,Female,Southeast,Democrat,0,1,0,0
2022/09/21 10:56:00 am GMT-5,Wine,2,Yes,Yes,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ESTJ,Facebook;Instagram;Twitter;Snapchat;TikTok,3500,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,30,30000,hockey,210,7,Not too happy,11000,13,H,5,0,Even,December,Spring,South campus,Humanities / Communications,3,3.8,3.6,20,66,71,64,Sophomore,1,7,0,1,1,Right,0,Female,International,Democrat,0,1,0,0
2022/09/21 11:53:33 am GMT-5,Wine,2,No,No,Extrovert,1,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENTJ,Instagram;TikTok,900,Netflix;HBO Max,26,120000,Golf,2,10,Pretty happy,20000,8,E,8,1,Even,January,Spring,South campus,Humanities / Communications;Social Sciences / Education,3,4,3.65,20,,,,Junior,1,3,0,1,1,Right,0,Female,International,Democrat,0,1,0,1
2022/09/21 12:08:03 pm GMT-5,Beer,3,No,No,Extrovert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENFP,Instagram,600,Netflix;Amazon Prime,30,80000,Boxing,90,8,Pretty happy,7798,2,Y,6,1,Even,March,Spring,Neither,Humanities / Communications;Math / Statistics / Computer Science,2,,3.93,20,64,68,61,Junior,1,3,0,1,1,Right,0,Female,International,Other,0,1,0,0
2022/09/21 12:14:45 pm GMT-5,Beer,8,Occasionally,Yes,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Facebook;Instagram;Twitter,1200,Netflix;Hulu,30,85000,Basketball,120,7,Pretty happy,8270,21,V,4,0,Even,May,Summer,Neither,Social Sciences / Education,3,4,3.8,21,69,71,66,Junior,1,3,0,1,1,Right,1,Male,Northeast,Democrat,0,1,0,0
2022/09/21 12:47:29 pm GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFP,Instagram;TikTok,1900,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,28,130000,soccer,180,7,Pretty happy,10046,8,A,3,0,Even,August,Fall,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,,3.76,21,64,69,65,Senior,1,4,0,0,1,Right,0,Female,International,No affiliation,0,1,0,0
2022/09/21 12:47:48 pm GMT-5,Hard liquor/Mixed drink,8,No,Occasionally,Extrovert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Instagram;Snapchat;TikTok,2000,Netflix;Hulu;HBO Max,27,90000,track,240,7,Pretty happy,6825,12,a,10,0,Even,May,Fall,North campus,Social Sciences / Education;Math / Statistics / Computer Science,2,,3.9,20,65,71,63,Junior,0,4,0,1,1,Right,1,Female,Northeast,Democrat,0,1,1,1
2022/09/21 12:53:39 pm GMT-5,I don't drink,4,No,No,Extrovert,1,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Instagram;Snapchat,1000,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,27,90000,crew,540,7,Pretty happy,8509,123,K,2,0,Even,January,Winter,South campus,Humanities / Communications;Math / Statistics / Computer Science,3,4,3.8,19,,,,Sophomore,0,5,0,0,1,Right,1,Male,Northeast,Independent,1,0,1,1
2022/09/21 12:59:53 pm GMT-5,Hard liquor/Mixed drink,20,No,Occasionally,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",INTP,Instagram;Snapchat;TikTok,1800,Netflix;Hulu;Amazon Prime;HBO Max,27,80000,running ,400,7,Very happy,11000,6,c,5,1,Odd,February,Fall,North campus,Humanities / Communications;Math / Statistics / Computer Science,3,4,3.7,19,69,73,62,Sophomore,1,3,0,0,0,Right,0,Female,International,Other,0,1,1,0
2022/09/21 1:02:09 pm GMT-5,Wine,3,No,No,Extrovert,1,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Facebook;Instagram;Twitter,1100,Netflix;Amazon Prime;Disney+,27,100000,Tennis,120,8,Pretty happy,,4,T,2,0,Odd,September,Fall,Neither,Social Sciences / Education,3,4,3.7,22,,,,Senior,0,2,0,0,1,Right,0,Female,International,No affiliation,0,1,0,0
2022/09/21 1:03:11 pm GMT-5,Hard liquor/Mixed drink,1,No,No,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Facebook;Instagram;Twitter;TikTok,885,Netflix;HBO Max,27,130000,tennis,150,7,Pretty happy,5901,8,W,3,0,Even,November,Fall,South campus,Humanities / Communications;Math / Statistics / Computer Science,3,3.9,3.9,19,67,66,64,Junior,0,4,0,1,1,Right,1,Female,West,No affiliation,0,1,0,1
2022/09/21 1:04:19 pm GMT-5,Hard liquor/Mixed drink,10,No,Occasionally,Extrovert,1,Auditory (learn best through listening/speaking),"Right-brained (creative, art, imaginative, intuitive)",ENFP,Instagram;Snapchat,2000,Netflix;Hulu;HBO Max,27,70000,lacrosse,,7,Pretty happy,4109,23,A,6,0,Odd,April,Fall,North campus,Social Sciences / Education;Math / Statistics / Computer Science,2,4,3.9,19,64,67,63,Sophomore,0,4,0,1,1,Left,1,Female,Southeast,Democrat,0,1,0,0
2022/09/21 1:04:27 pm GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",INTJ,Instagram;Snapchat,700,Netflix;Disney+,28,80000,Swimming,180,8,Pretty happy,10841,12,J,6,0,Odd,April,Spring,South campus,Humanities / Communications,3,4.33,3.85,19,70,72,62,Sophomore,1,4,0,0,1,Right,0,Male,International,Independent,0,1,0,0
2022/09/21 1:05:28 pm GMT-5,I don't drink,0,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTP,Instagram;Snapchat,150,Netflix,30,80000,tennis,200,7,Don't know,7000,420,f,4,1,Odd,November,Fall,Neither,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,2,4,3.7,21,71,68,65,Senior,1,3,0,1,1,Right,1,Male,Northeast,Independent,0,1,0,0
2022/09/21 1:06:14 pm GMT-5,Hard liquor/Mixed drink,2,Occasionally,Yes,Extrovert,0,Auditory (learn best through listening/speaking),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,Facebook;Instagram;Twitter;Snapchat;TikTok,800,Netflix;Hulu;Amazon Prime;HBO Max,30,250000,Basketball,180,7,Pretty happy,2000,5,A,4,0,Even,January,Fall,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,,,,,69,63,Other,1,0,0,0,1,Right,1,Male,Midwest,Other,0,1,0,0
2022/09/21 1:06:20 pm GMT-5,I don't drink,5,No,No,Introvert,0,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Facebook;Instagram;Snapchat,550,Netflix,30,75000,basketball,30,7,Pretty happy,12678,27,K,3,0,Even,August,Fall,South campus,Humanities / Communications;Social Sciences / Education,3,4,3.98,19,68,67,59,Sophomore,1,2,0,0,1,Right,1,Male,Northeast,No affiliation,0,1,0,0
2022/09/21 1:06:40 pm GMT-5,Hard liquor/Mixed drink,15,Yes,Yes,Extrovert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Facebook;Instagram;Snapchat;TikTok,1500,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,28,100000,basketball,60,7,Very happy,8290,18,J,3,0,Even,May,Fall,South campus,Humanities / Communications;Social Sciences / Education,3,4.6,3.8,19,65,69,62,Sophomore,0,3,0,1,0,Right,1,Female,West,Democrat,0,0,0,1
2022/09/21 1:15:24 pm GMT-5,Hard liquor/Mixed drink,2,Yes,Yes,Introvert,1,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,Facebook;Instagram;Snapchat,1200,Netflix;Disney+,30,120000,Basketball,300,7,Pretty happy,6500,15,v,6,0,Odd,March,Spring,South campus,Math / Statistics / Computer Science,3,4.12,3.82,20,72,70,67,Junior,0,3,0,0,1,Right,0,Male,International,Republican,0,1,0,1
2022/09/21 1:32:36 pm GMT-5,Hard liquor/Mixed drink,7,No,Yes,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,Instagram;Twitter;Snapchat,2433,Netflix;Hulu;HBO Max,28,80000,volleyball,80,7,Pretty happy,7353,7,K,8,0,Even,June,Spring,South campus,Math / Statistics / Computer Science,2,3.9,3.6,19,66,71,64,Sophomore,1,3,0,0,1,Right,1,Female,Southwest,Democrat,0,1,0,0
2022/09/21 2:16:22 pm GMT-5,Hard liquor/Mixed drink,1,No,Occasionally,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",INFP,Instagram;Twitter,350,Netflix;Amazon Prime,30,45000,basketball,60,7,Pretty happy,3657,111,t,5,0,Odd,December,Spring,Neither,Social Sciences / Education,2,4,3.97,20,65,72,64,Junior,1,2,0,0,1,Right,1,Female,Midwest,Independent,0,0,0,0
2022/09/21 2:18:56 pm GMT-5,Wine,0,No,Occasionally,Introvert,0,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",INFP,Facebook;Instagram;Twitter;Snapchat,370,Netflix;Disney+,30,80000,Football,210,6,Not too happy,6893,50,A,6,0,Even,June,Winter,Neither,Physical Sciences / Natural Sciences / Engineering,3,3.93,3.68,21,70,,,Senior,1,2,0,0,1,Right,1,Male,West,Independent,0,1,0,0
2022/09/21 2:42:02 pm GMT-5,Hard liquor/Mixed drink,,No,Yes,Extrovert,1,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTP,Instagram;Twitter;Snapchat;TikTok,1500,Netflix;Hulu;HBO Max,28,130000,Tennis,315,7,Pretty happy,6000,23,X,6,0,Odd,March,Summer,Neither,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,3,,3.7,21,71,69,,Senior,1,3,0,0,1,Right,1,Male,Southeast,No affiliation,0,1,1,0
2022/09/21 2:49:29 pm GMT-5,Hard liquor/Mixed drink,5,No,No,Extrovert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ESTP,Instagram;TikTok,700,Netflix;Hulu;HBO Max;Disney+,28,50000,lacrosse,360,7,Pretty happy,6500,14,A,3,0,Odd,April,Fall,South campus,Physical Sciences / Natural Sciences / Engineering,3,3.9,3.81,22,60,67,65,Senior,1,2,0,1,1,Right,0,Female,Midwest,Democrat,0,1,0,0
2022/09/21 3:17:42 pm GMT-5,Beer,7,Occasionally,No,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Snapchat,1230,Netflix;Hulu;Amazon Prime,30,160000,American Football,275,7,Pretty happy,4682,7,A,4,0,Even,May,Spring,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,5.01,3.64,20,71,68,64,Junior,1,3,0,0,0,Right,1,Male,Midwest,Democrat,0,1,0,0
2022/09/21 4:08:38 pm GMT-5,Hard liquor/Mixed drink,9,No,Occasionally,Introvert,0,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ESTJ,Instagram;Snapchat,1800,Netflix;Hulu,27,60000,lacrosse,200,8,Pretty happy,9000,4,S,3,0,Even,November,Fall,South campus,Social Sciences / Education,,4.8,3.98,19,67,70,67,Sophomore,1,3,0,0,1,Right,1,Female,Midwest,Democrat,0,1,0,1
2022/09/21 4:36:15 pm GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Extrovert,0,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ESFJ,Facebook;Instagram;Snapchat;TikTok,1447,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,30,100000,hockey,150,7,Very happy,7246,9,C,4,0,Odd,October,Spring,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,4.11,3.69,21,60,70,62,Senior,0,2,0,1,1,Right,1,Female,Northeast,Democrat,1,0,0,0
2022/09/21 4:54:56 pm GMT-5,Beer,2,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",Unknown,Instagram;Twitter;Snapchat;TikTok,960,Netflix;Hulu,28,80000,soccer,180,8,Very happy,6298,19,L,5,1,Odd,December,Spring,North campus,Humanities / Communications;Social Sciences / Education;Math / Statistics / Computer Science,3,4,4,19,65,69,60,Sophomore,1,2,0,0,1,Right,1,Female,West,Democrat,0,1,0,0
2022/09/21 4:57:32 pm GMT-5,Wine,3,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Twitter;Snapchat;TikTok,950,Netflix;Hulu;Amazon Prime;HBO Max,25,70000,baseball,200,8,Pretty happy,1695,8,L,6,0,Odd,May,Fall,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,3.99,3.6,21,74,77,65,Junior,0,1,0,1,1,Right,1,Male,Midwest,Democrat,0,1,0,0
2022/09/21 5:23:36 pm GMT-5,Wine,7,No,Occasionally,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,Instagram;TikTok,500,Netflix,,90000,soccer,150,8,Pretty happy,6815,6,P,100,0,Odd,December,Fall,South campus,Social Sciences / Education;Math / Statistics / Computer Science,2,3.97,3.98,19,63,68,60,Sophomore,1,2,0,1,1,Right,1,Female,Southwest,Independent,1,0,1,1
2022/09/21 5:31:26 pm GMT-5,I don't drink,0,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",Unknown,Tumblr ,,Animepahe.com ,69,69000,LEAGUE OF LEGENDS,0,12,Very happy,3000,2,P,1,0,Even,July,Fall,Neither,Humanities / Communications;Math / Statistics / Computer Science,2,3.5,4,20,,,,Junior,0,0,0,1,1,Both,1,Other,West,No affiliation,0,1,0,0
2022/09/21 5:48:39 pm GMT-5,Hard liquor/Mixed drink,50,No,Occasionally,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,Instagram;Snapchat;TikTok,1300,Netflix;Hulu;HBO Max,28,65000,field hockey,1200,8,Pretty happy,,17,A,8,0,Even,January,Summer,Neither,Math / Statistics / Computer Science;economics,2,11.6,3.56,20,70,76,68,Junior,1,3,1,0,1,Right,1,Female,Midwest,Democrat,0,1,0,0
2022/09/21 5:57:56 pm GMT-5,Hard liquor/Mixed drink,3,No,Yes,Extrovert,1,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ESTP,Instagram;Snapchat,1200,Netflix;Amazon Prime;HBO Max;hotstar,28,50000,Basketball,240,8,Pretty happy,8000,7,R,,0,Even,November,Spring,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,3.9,3.8,20,71,66,64,Junior,1,3,0,0,0,Right,0,Male,International,Republican,0,1,0,0
2022/09/21 6:06:39 pm GMT-5,I don't drink,0,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ISTP,Twitter,0,,33,70000,track and field,120,7,Not too happy,7700,23,Z,8,0,Odd,April,Fall,South campus,Math / Statistics / Computer Science,2,4,3.8,20,71,67,65,Junior,1,2,0,1,1,Right,1,Male,Midwest,Democrat,0,1,0,0
2022/09/21 6:32:47 pm GMT-5,Hard liquor/Mixed drink,4,No,Yes,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFP,Instagram;Twitter;Snapchat;TikTok,1000,Netflix;HBO Max,30,100000,basketball,300,8,Pretty happy,10000,7,s,5,0,Even,January,Summer,Neither,Humanities / Communications;Math / Statistics / Computer Science,4,3.92,3.917,20,70,67,64,Junior,1,3,0,1,1,Right,1,Male,West,Democrat,1,1,0,0
2022/09/21 6:36:53 pm GMT-5,Hard liquor/Mixed drink,2,No,Yes,Extrovert,0,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENTP,Instagram;Snapchat;TikTok,,Netflix;Hulu;Amazon Prime;Disney+,28,100000,basketball,360,8,Pretty happy,7770,34,k,7,0,Odd,September,Fall,South campus,Math / Statistics / Computer Science,3,4.6,3.8,19,72,71,63,Sophomore,1,3,0,1,1,Right,1,Male,West,Democrat,0,1,0,1
2022/09/21 6:40:26 pm GMT-5,Hard liquor/Mixed drink,3,No,Yes,Extrovert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTP,Instagram;Twitter;Snapchat;TikTok,800,Netflix;Amazon Prime;HBO Max;Disney+,28,90000,Underwater Basketweaving,180,7,Pretty happy,4500,420,W,6,0,Even,February,Fall,North campus,Social Sciences / Education;Math / Statistics / Computer Science,3,4,3.1,20,71,69,66,Junior,1,2,0,0,1,Right,1,Male,Southeast,Independent,0,1,0,0
2022/09/21 8:36:10 pm GMT-5,Wine,4,No,Occasionally,Extrovert,1,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENFP,Instagram;Snapchat,650,Netflix;Hulu;Amazon Prime;Disney+,26,35000,Soccer,240,7,Very happy,3657,49,R,1.5,0,Odd,January,Fall,North campus,Humanities / Communications;Math / Statistics / Computer Science,2,4.6,3.684,21,69,65,63,Senior,1,5,0,0,0,Right,1,Male,Midwest,Democrat,0,0,0,0
2022/09/21 10:02:00 pm GMT-5,Hard liquor/Mixed drink,6,No,Yes,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESFJ,Instagram;Twitter;Snapchat,1300,Netflix;Hulu;HBO Max,30,130000,Soccer,630,8,Very happy,4372,7,J,5,0,Odd,February,Fall,Neither,Physical Sciences / Natural Sciences / Engineering,3,4,3.5,21,69,73,72,Senior,0,2,0,0,0,Right,1,Male,Northeast,Democrat,0,1,0,0
2022/09/21 10:36:41 pm GMT-5,I don't drink,0,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Facebook;Instagram;Twitter;Snapchat;TikTok,2712,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,26,80000,Soccer,250,8,Pretty happy,3600,63,E,3,0,Even,March,Spring,North campus,Math / Statistics / Computer Science,3,4.525,3.7,19,68,72,61,Sophomore,0,3,0,1,1,Right,1,Female,Midwest,No affiliation,0,1,0,0
2022/09/21 11:56:10 pm GMT-5,Beer,2,No,Yes,Introvert,1,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",INTP,Facebook;Instagram;Snapchat;TikTok,,Netflix;Amazon Prime,27,120000,Soccer ,240,7,Pretty happy,6720,17,K,6,0,Even,April,Fall,South campus,Social Sciences / Education;Math / Statistics / Computer Science,2,3.83,3.68,19,67,66,60,Sophomore,1,3,0,0,1,Right,1,Male,Northeast,Democrat,0,1,1,1
2022/09/22 10:32:01 am GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Extrovert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,Facebook;Instagram;Snapchat;TikTok,1200,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,30,35000,Swimming,5,8,Pretty happy,5000,4,K,2,0,Odd,November,Fall,North campus,Social Sciences / Education;Physical Sciences / Natural Sciences / Engineering,3,4.7,3.93,20,56,72,55,Junior,0,3,0,1,1,Right,1,Female,Northeast,Democrat,0,1,0,0
2022/09/22 1:39:28 pm GMT-5,Hard liquor/Mixed drink,1,No,No,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ESTP,Facebook;Instagram;Twitter;TikTok,769,HBO Max;Disney+,25,80000,Biking,30,7,Pretty happy,8211,17,A,4,0,Odd,September,Summer,Neither,Physical Sciences / Natural Sciences / Engineering,2,3.99,3.3,20,64,68,60,Junior,1,1,0,0,1,Right,1,Female,Midwest,Democrat,0,1,0,1
2022/09/22 2:07:07 pm GMT-5,I don't drink,0,No,No,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Twitter,0,Youtube,,40000,Synchronized swimming,0,7,Not too happy,5936,3,R,5,0,Even,September,Winter,Neither,Humanities / Communications,2,4.2,3.893,20,62,,60,Junior,0,4,0,1,1,Right,1,Female,Midwest,No affiliation,0,1,0,1
2022/09/23 12:12:04 am GMT-5,I don't drink,1,No,No,Introvert,1,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ISFP,Instagram,1000,Disney+,27,110000,Fencing,300,7,Pretty happy,755,8,M,8,0,Odd,October,Fall,South campus,Social Sciences / Education,4,4.5,3.8,20,166,,,Junior,1,7,0,1,1,Right,1,Female,Northeast,Democrat,0,1,0,0
2022/09/23 1:30:17 pm GMT-5,Hard liquor/Mixed drink,20,No,Occasionally,Extrovert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,Instagram;Twitter;TikTok,1400,Netflix;Hulu;Amazon Prime;HBO Max,27,100000,basketball,60,8,Pretty happy,4200,42,a,2,0,Odd,December,Spring,South campus,Math / Statistics / Computer Science,2,99,3.9,19,67,76,67,Sophomore,1,1,0,1,1,Right,0,Female,Northeast,Democrat,0,1,0,1
2022/09/24 3:32:53 pm GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Extrovert,0,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;TikTok,1600,Netflix;Amazon Prime;Disney+,25,80000,Hockey,90,8,Pretty happy,6500,28,S,5,1,Even,September,Spring,South campus,Social Sciences / Education,3,4.8,3.77,20,67,72,67,Sophomore,1,4,0,1,1,Right,1,Female,Midwest,No affiliation,0,1,0,0
